filePath,classInt,classStr
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2187.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2196.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2204.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2213.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2222.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2231.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2240.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A225.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2259.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2268.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2277.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2286.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2295.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2303.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2312.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2321.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2330.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A234.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2349.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2358.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2367.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2376.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2385.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2394.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2402.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2411.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2420.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A243.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2439.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2448.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2457.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2466.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2475.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2484.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2493.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2501.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2510.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A252.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2529.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2538.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2547.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2556.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2565.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2574.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2583.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2592.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2600.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A261.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2619.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2628.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2637.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2646.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2655.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2664.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2673.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2682.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2691.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A270.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2709.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2718.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2727.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2736.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2745.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2754.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2763.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2772.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2781.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2790.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A28.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2808.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2817.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2826.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2835.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2844.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2853.jpg,0,A
C:\Users\lando\Documents\GitHub\Buell-Masters-Project\dataset\asl_alphabet_train\asl_alphabet_train\A\A2862.jpg,0,A
